product_id,name,category,brand,description,price
54,Dell Laptop Lite,Laptop,Dell,"Dell Laptop Lite is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",80638.63
55,Dell Laptop Plus,Laptop,Dell,"Dell Laptop Plus is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",54212.1
56,Dell Laptop Air,Laptop,Dell,"Dell Laptop Air is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",83045.81
57,Dell Laptop Neo,Laptop,Dell,"Dell Laptop Neo is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",8874.83
58,Dell Laptop Edge,Laptop,Dell,"Dell Laptop Edge is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",18441.47
59,Dell Laptop X,Laptop,Dell,"Dell Laptop X is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",5024.23
60,Dell Laptop 2024,Laptop,Dell,"Dell Laptop 2024 is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",29953.4
61,HP Laptop Pro,Laptop,HP,"HP Laptop Pro is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",35591.28
62,HP Laptop Max,Laptop,HP,"HP Laptop Max is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",25149.06
63,HP Laptop Ultra,Laptop,HP,"HP Laptop Ultra is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",74756.64
64,HP Laptop Lite,Laptop,HP,"HP Laptop Lite is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",32750.05
65,HP Laptop Plus,Laptop,HP,"HP Laptop Plus is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",26002.17
66,HP Laptop Air,Laptop,HP,"HP Laptop Air is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",49298.95
67,HP Laptop Neo,Laptop,HP,"HP Laptop Neo is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",13541.26
68,HP Laptop Edge,Laptop,HP,"HP Laptop Edge is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",72394.53
69,HP Laptop X,Laptop,HP,"HP Laptop X is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",7634.01
70,HP Laptop 2024,Laptop,HP,"HP Laptop 2024 is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",88831.94
71,Lenovo Laptop Pro,Laptop,Lenovo,"Lenovo Laptop Pro is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",69728.78
72,Lenovo Laptop Max,Laptop,Lenovo,"Lenovo Laptop Max is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",18684.7
73,Lenovo Laptop Ultra,Laptop,Lenovo,"Lenovo Laptop Ultra is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",1490.47
74,Lenovo Laptop Lite,Laptop,Lenovo,"Lenovo Laptop Lite is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",73575.07
75,Lenovo Laptop Plus,Laptop,Lenovo,"Lenovo Laptop Plus is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",63909.3
76,Lenovo Laptop Air,Laptop,Lenovo,"Lenovo Laptop Air is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",65880.64
77,Lenovo Laptop Neo,Laptop,Lenovo,"Lenovo Laptop Neo is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",69642.06
78,Lenovo Laptop Edge,Laptop,Lenovo,"Lenovo Laptop Edge is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",7588.97
79,Lenovo Laptop X,Laptop,Lenovo,"Lenovo Laptop X is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",32902.45
80,Lenovo Laptop 2024,Laptop,Lenovo,"Lenovo Laptop 2024 is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",11311.35
81,Asus Laptop Pro,Laptop,Asus,"Asus Laptop Pro is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",77815.2
82,Asus Laptop Max,Laptop,Asus,"Asus Laptop Max is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",56472.53
83,Asus Laptop Ultra,Laptop,Asus,"Asus Laptop Ultra is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",30448.92
84,Asus Laptop Lite,Laptop,Asus,"Asus Laptop Lite is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",6655.69
85,Asus Laptop Plus,Laptop,Asus,"Asus Laptop Plus is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",28676.43
86,Asus Laptop Air,Laptop,Asus,"Asus Laptop Air is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",29940.32
87,Asus Laptop Neo,Laptop,Asus,"Asus Laptop Neo is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",65933.95
88,Asus Laptop Edge,Laptop,Asus,"Asus Laptop Edge is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",57741.61
89,Asus Laptop X,Laptop,Asus,"Asus Laptop X is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",79960.93
90,Asus Laptop 2024,Laptop,Asus,"Asus Laptop 2024 is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",43026.13
91,Apple Laptop Pro,Laptop,Apple,"Apple Laptop Pro is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",11642.89
92,Apple Laptop Max,Laptop,Apple,"Apple Laptop Max is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",64477.79
93,Apple Laptop Ultra,Laptop,Apple,"Apple Laptop Ultra is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",68708.87
94,Apple Laptop Lite,Laptop,Apple,"Apple Laptop Lite is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",50952.67
95,Apple Laptop Plus,Laptop,Apple,"Apple Laptop Plus is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",69615.08
96,Apple Laptop Air,Laptop,Apple,"Apple Laptop Air is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",44946.81
97,Apple Laptop Neo,Laptop,Apple,"Apple Laptop Neo is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",47522.22
98,Apple Laptop Edge,Laptop,Apple,"Apple Laptop Edge is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",39050.15
99,Apple Laptop X,Laptop,Apple,"Apple Laptop X is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",3261.3
100,Apple Laptop 2024,Laptop,Apple,"Apple Laptop 2024 is a laptop known for great performance, build quality and value for money. Ideal for daily use, laptop lovers, and tech enthusiasts.",10601.34
101,Sony Headphones Pro,Headphones,Sony,"Sony Headphones Pro is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",3796.2
102,Sony Headphones Max,Headphones,Sony,"Sony Headphones Max is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",57639.53
103,Sony Headphones Ultra,Headphones,Sony,"Sony Headphones Ultra is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",28976.68
104,Sony Headphones Lite,Headphones,Sony,"Sony Headphones Lite is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",46261.79
105,Sony Headphones Plus,Headphones,Sony,"Sony Headphones Plus is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",81772.42
106,Sony Headphones Air,Headphones,Sony,"Sony Headphones Air is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",23186.01
107,Sony Headphones Neo,Headphones,Sony,"Sony Headphones Neo is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",37523.08
108,Sony Headphones Edge,Headphones,Sony,"Sony Headphones Edge is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",68243.05
109,Sony Headphones X,Headphones,Sony,"Sony Headphones X is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",21362.04
110,Sony Headphones 2024,Headphones,Sony,"Sony Headphones 2024 is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",7850.21
111,JBL Headphones Pro,Headphones,JBL,"JBL Headphones Pro is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",26786.88
112,JBL Headphones Max,Headphones,JBL,"JBL Headphones Max is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",15347.69
113,JBL Headphones Ultra,Headphones,JBL,"JBL Headphones Ultra is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",83742.09
114,JBL Headphones Lite,Headphones,JBL,"JBL Headphones Lite is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",72921.71
115,JBL Headphones Plus,Headphones,JBL,"JBL Headphones Plus is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",57371.93
116,JBL Headphones Air,Headphones,JBL,"JBL Headphones Air is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",78558.99
117,JBL Headphones Neo,Headphones,JBL,"JBL Headphones Neo is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",72525.81
118,JBL Headphones Edge,Headphones,JBL,"JBL Headphones Edge is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",17603.74
119,JBL Headphones X,Headphones,JBL,"JBL Headphones X is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",80436.75
120,JBL Headphones 2024,Headphones,JBL,"JBL Headphones 2024 is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",49000.46
121,Boat Headphones Pro,Headphones,Boat,"Boat Headphones Pro is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",72861.17
122,Boat Headphones Max,Headphones,Boat,"Boat Headphones Max is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",80751.13
123,Boat Headphones Ultra,Headphones,Boat,"Boat Headphones Ultra is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",29301.31
124,Boat Headphones Lite,Headphones,Boat,"Boat Headphones Lite is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",10793.62
125,Boat Headphones Plus,Headphones,Boat,"Boat Headphones Plus is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",21285.23
126,Boat Headphones Air,Headphones,Boat,"Boat Headphones Air is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",39011.59
127,Boat Headphones Neo,Headphones,Boat,"Boat Headphones Neo is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",73802.31
128,Boat Headphones Edge,Headphones,Boat,"Boat Headphones Edge is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",77604.02
129,Boat Headphones X,Headphones,Boat,"Boat Headphones X is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",1617.74
130,Boat Headphones 2024,Headphones,Boat,"Boat Headphones 2024 is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",46455.51
131,Bose Headphones Pro,Headphones,Bose,"Bose Headphones Pro is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",38148.58
132,Bose Headphones Max,Headphones,Bose,"Bose Headphones Max is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",20766.6
133,Bose Headphones Ultra,Headphones,Bose,"Bose Headphones Ultra is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",11667.02
134,Bose Headphones Lite,Headphones,Bose,"Bose Headphones Lite is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",31046.75
135,Bose Headphones Plus,Headphones,Bose,"Bose Headphones Plus is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",84917.96
136,Bose Headphones Air,Headphones,Bose,"Bose Headphones Air is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",29764.06
137,Bose Headphones Neo,Headphones,Bose,"Bose Headphones Neo is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",47171.37
138,Bose Headphones Edge,Headphones,Bose,"Bose Headphones Edge is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",63567.69
139,Bose Headphones X,Headphones,Bose,"Bose Headphones X is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",33362.03
140,Bose Headphones 2024,Headphones,Bose,"Bose Headphones 2024 is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",87487.61
141,Apple Headphones Pro,Headphones,Apple,"Apple Headphones Pro is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",86656.81
142,Apple Headphones Max,Headphones,Apple,"Apple Headphones Max is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",23407.62
143,Apple Headphones Ultra,Headphones,Apple,"Apple Headphones Ultra is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",45254.12
144,Apple Headphones Lite,Headphones,Apple,"Apple Headphones Lite is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",27777.17
145,Apple Headphones Plus,Headphones,Apple,"Apple Headphones Plus is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",26349.8
146,Apple Headphones Air,Headphones,Apple,"Apple Headphones Air is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",4281.94
147,Apple Headphones Neo,Headphones,Apple,"Apple Headphones Neo is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",55250.23
148,Apple Headphones Edge,Headphones,Apple,"Apple Headphones Edge is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",45737.43
149,Apple Headphones X,Headphones,Apple,"Apple Headphones X is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",5580.61
150,Apple Headphones 2024,Headphones,Apple,"Apple Headphones 2024 is a headphones known for great performance, build quality and value for money. Ideal for daily use, headphones lovers, and tech enthusiasts.",25798.54
151,Noise Smartwatch Pro,Smartwatch,Noise,"Noise Smartwatch Pro is a smartwatch known for great performance, build quality and value for money. Ideal for daily use, smartwatch lovers, and tech enthusiasts.",81834.66
152,Noise Smartwatch Max,Smartwatch,Noise,"Noise Smartwatch Max is a smartwatch known for great performance, build quality and value for money. Ideal for daily use, smartwatch lovers, and tech enthusiasts.",22320.01
153,Noise Smartwatch Ultra,Smartwatch,Noise,"Noise Smartwatch Ultra is a smartwatch known for great performance, build quality and value for money. Ideal for daily use, smartwatch lovers, and tech enthusiasts.",13894.64
154,Noise Smartwatch Lite,Smartwatch,Noise,"Noise Smartwatch Lite is a smartwatch known for great performance, build quality and value for money. Ideal for daily use, smartwatch lovers, and tech enthusiasts.",44560.3
155,Noise Smartwatch Plus,Smartwatch,Noise,"Noise Smartwatch Plus is a smartwatch known for great performance, build quality and value for money. Ideal for daily use, smartwatch lovers, and tech enthusiasts.",88721.89
156,Noise Smartwatch Air,Smartwatch,Noise,"Noise Smartwatch Air is a smartwatch known for great performance, build quality and value for money. Ideal for daily use, smartwatch lovers, and tech enthusiasts.",22541.92
157,Noise Smartwatch Neo,Smartwatch,Noise,"Noise Smartwatch Neo is a smartwatch known for great performance, build quality and value for money. Ideal for daily use, smartwatch lovers, and tech enthusiasts.",60819.06
158,Noise Smartwatch Edge,Smartwatch,Noise,"Noise Smartwatch Edge is a smartwatch known for great performance, build quality and value for money. Ideal for daily use, smartwatch lovers, and tech enthusiasts.",68783.15
159,Noise Smartwatch X,Smartwatch,Noise,"Noise Smartwatch X is a smartwatch known for great performance, build quality and value for money. Ideal for daily use, smartwatch lovers, and tech enthusiasts.",22148.74
160,Noise Smartwatch 2024,Smartwatch,Noise,"Noise Smartwatch 2024 is a smartwatch known for great performance, build quality and value for money. Ideal for daily use, smartwatch lovers, and tech enthusiasts.",65810.26
